loc,time,ax,ay,az,temp,press,alt,avalt,avaltdelta,state,wx_raw,wy_raw,wz_raw,pyro
13509504, 5911592, -0.05, -0.56, -0.97, 1691.41, 101318.25, 17.99, 18.69, 0, 2, -302, 46, -37, 34
13509568, 5911693, -0.03, -0.52, -0.92, 1691.05, 101311.85, 18.53, 18.63, 0, 2, 114, 51, -30, 34
13509632, 5911793, -0.03, -0.55, -0.82, 1691.35, 101310.80, 18.62, 18.63, 0, 2, 360, 46, -30, 34
13509696, 5911894, -0.01, -0.46, -0.72, 1691.24, 101307.32, 18.91, 18.65, 0, 2, -38, 63, -63, 34
13509760, 5911992, -0.04, -0.53, -0.85, 1691.27, 101305.64, 19.04, 18.64, 0, 2, -72, 48, -31, 34
13509824, 5912092, -0.02, -0.56, -0.82, 1691.24, 101308.78, 18.78, 18.68, 0, 2, 214, 41, -24, 34
13509888, 5912193, 0.06, -0.64, -0.69, 1691.07, 101311.03, 18.60, 18.69, 0, 2, -154, 59, -24, 34
13509952, 5912291, -0.06, -0.53, -0.80, 1691.38, 101307.66, 18.88, 18.66, 0, 2, 16, 18, -47, 34
13510016, 5912391, -0.02, -0.58, -0.83, 1691.58, 101312.77, 18.45, 18.68, 0, 2, 279, 52, -33, 34
13510080, 5912494, -0.05, -0.59, -1.02, 1691.02, 101312.38, 18.48, 18.65, 0, 2, -105, 35, -21, 34
13510144, 5912592, -0.04, -0.55, -0.88, 1691.05, 101307.17, 18.92, 18.64, 0, 2, 23, 34, -15, 34
13510208, 5912694, 0.06, -0.41, -0.83, 1690.66, 101308.89, 18.77, 18.64, 0, 2, 379, 57, -18, 34
13510272, 5912797, -0.03, -0.63, -0.76, 1690.52, 101312.69, 18.46, 18.64, 0, 2, 119, 49, -21, 34
13510336, 5912895, -0.06, -0.58, -0.84, 1690.40, 101315.94, 18.19, 18.64, 0, 2, -140, 54, -27, 34
13510400, 5912995, 0.01, -0.87, -0.71, 1690.10, 101311.44, 18.56, 18.64, 0, 2, -248, 36, -40, 34
13510464, 5913096, -0.01, -0.59, -0.83, 1689.98, 101308.53, 18.80, 18.63, 0, 2, 93, 53, -40, 34
13510528, 5913196, -0.02, -0.59, -0.83, 1689.90, 101313.35, 18.40, 18.63, 0, 2, 220, 37, -38, 34
13510592, 5913294, -0.03, -0.61, -0.79, 1689.73, 101311.19, 18.58, 18.62, 0, 2, -19, 26, -39, 34
13510656, 5913395, -0.02, -0.57, -0.84, 1689.68, 101308.74, 18.79, 18.62, 0, 2, 112, 49, -33, 34
13510720, 5913495, -0.02, -0.62, -0.88, 1689.48, 101308.28, 18.82, 18.62, 0, 2, 219, 45, -19, 34
13510784, 5913595, 0.10, -0.52, -0.95, 1689.54, 101312.78, 18.45, 18.63, 0, 2, 258, -30, -38, 34
13510848, 5913694, -0.08, -0.63, -0.94, 1689.51, 101306.61, 18.96, 18.65, 0, 2, 43, 32, -16, 34
13510912, 5913794, -0.01, -0.64, -0.81, 1689.26, 101308.96, 18.77, 18.67, 0, 2, -128, 69, -30, 34
13510976, 5913894, -0.02, -0.58, -0.75, 1689.65, 101312.47, 18.48, 18.68, 0, 2, -610, 45, -32, 34
13511040, 5913993, -0.03, -0.52, -0.86, 1689.45, 101310.85, 18.61, 18.66, 0, 2, 33, 43, -28, 34
13511104, 5914093, -0.02, -0.60, -0.83, 1689.45, 101312.89, 18.44, 18.64, 0, 2, 215, 47, -29, 34
13511168, 5914195, -0.04, -0.59, -0.87, 1689.26, 101307.21, 18.91, 18.62, 0, 2, -198, 43, -28, 34
13511232, 5914294, -0.03, -0.56, -0.85, 1689.12, 101310.96, 18.60, 18.64, 0, 2, -140, 46, -27, 34
13511296, 5914392, -0.02, -0.57, -0.85, 1689.14, 101306.92, 18.94, 18.62, 0, 2, 118, 34, -36, 34
13511360, 5914492, -0.01, -0.52, -0.76, 1688.95, 101309.38, 18.73, 18.65, 0, 2, 68, 42, -33, 34
13511424, 5914593, -0.06, -0.57, -0.83, 1688.78, 101310.80, 18.62, 18.66, 0, 2, 102, 47, -47, 34
13511488, 5914691, -0.03, -0.58, -0.85, 1688.58, 101308.60, 18.80, 18.64, 0, 2, -208, 47, -31, 34
13511552, 5914793, -0.03, -0.54, -0.86, 1688.08, 101312.39, 18.48, 18.65, 0, 2, -137, 43, -35, 34
13511616, 5914894, -0.03, -0.57, -0.83, 1688.28, 101313.72, 18.37, 18.65, 0, 2, 144, 36, -33, 34
13511680, 5914994, -0.04, -0.61, -0.93, 1688.14, 101306.39, 18.98, 18.66, 0, 2, 31, 32, -31, 34
13511744, 5915092, -0.03, -0.54, -0.87, 1687.61, 101306.63, 18.96, 18.68, 0, 2, 305, 41, -33, 34
13511808, 5915193, -0.02, -0.60, -0.83, 1687.49, 101312.25, 18.49, 18.69, 0, 2, 728, 46, -26, 34
13511872, 5915291, -0.04, -0.69, -0.77, 1687.47, 101310.71, 18.62, 18.69, 0, 2, -132, 37, -35, 34
13511936, 5915392, 0.06, -0.63, -0.97, 1687.27, 101314.35, 18.32, 18.69, 0, 2, -596, 27, -24, 34
13512000, 5915492, -0.02, -0.54, -0.87, 1687.30, 101306.22, 19.00, 18.67, 0, 2, 13, 33, -29, 34
13512064, 5915592, -0.04, -0.61, -0.84, 1687.24, 101310.77, 18.62, 18.68, 0, 2, 192, 38, -45, 34
13512128, 5915693, -0.02, -0.62, -0.83, 1687.13, 101307.61, 18.88, 18.69, 0, 2, -143, 46, -30, 34
13512192, 5915791, -0.02, -0.59, -0.85, 1687.16, 101311.19, 18.58, 18.68, 0, 2, -376, 46, -27, 34
13512256, 5915891, -0.04, -0.60, -0.85, 1687.05, 101305.64, 19.04, 18.67, 0, 2, -891, 48, -21, 34
13512320, 5915992, -0.04, -0.44, -0.91, 1686.88, 101299.74, 19.53, 18.70, 0, 2, -1059, 53, -36, 34
13512384, 5916090, -0.02, -0.44, -0.92, 1687.16, 101308.85, 18.78, 18.75, 0, 2, -40, 44, -31, 34
13512448, 5916190, -0.02, -0.50, -0.90, 1686.93, 101311.55, 18.55, 18.76, 0, 2, -18, 42, -21, 34
13512512, 5916293, -0.04, -0.47, -0.90, 1686.37, 101307.92, 18.86, 18.75, 0, 2, -395, 40, -15, 34
13512576, 5916391, -0.02, -0.42, -0.93, 1686.74, 101309.63, 18.71, 18.76, 0, 2, -50, 45, -31, 34
13512640, 5916493, -0.04, -0.48, -0.85, 1686.40, 101307.67, 18.88, 18.75, 0, 2, 188, 47, -35, 34
13512704, 5916596, -0.03, -0.49, -0.84, 1686.26, 101308.83, 18.78, 18.75, 0, 2, -485, 45, -42, 34
13512768, 5916694, -0.04, -0.36, -0.92, 1685.84, 101311.69, 18.54, 18.76, 0, 2, -286, 56, -27, 34
13512832, 5916796, -0.08, -0.36, -1.06, 1685.59, 101304.99, 19.10, 18.75, 0, 2, 673, -21, -19, 34
13512896, 5916899, -0.03, -0.49, -0.89, 1685.76, 101306.52, 18.97, 18.78, 0, 2, 152, 38, -35, 34
13512960, 5916997, -0.03, -0.45, -0.91, 1685.48, 101307.05, 18.93, 18.81, 0, 2, -267, 45, -38, 34
13513024, 5917100, -0.04, -0.40, -0.94, 1685.28, 101316.85, 18.11, 18.81, 0, 2, 192, 43, -39, 34
13513088, 5917200, -0.02, -0.46, -0.90, 1685.17, 101304.88, 19.11, 18.76, 0, 2, 244, 41, -45, 34
13513152, 5917300, -0.02, -0.46, -0.91, 1684.92, 101306.35, 18.99, 18.80, 0, 2, -180, 44, -29, 34
13513216, 5917401, -0.04, -0.42, -0.86, 1684.98, 101302.42, 19.31, 18.81, 0, 2, 74, 49, -31, 34
13513280, 5917501, -0.03, -0.47, -0.84, 1684.95, 101310.50, 18.64, 18.86, 0, 2, 106, 49, -23, 34
13513344, 5917601, -0.03, -0.46, -0.90, 1684.98, 101307.10, 18.92, 18.85, 0, 2, -50, 42, -29, 34
13513408, 5917702, -0.03, -0.44, -0.92, 1684.98, 101312.07, 18.51, 18.86, 0, 2, -68, 39, -38, 34
13513472, 5917802, -0.03, -0.46, -0.92, 1684.84, 101307.05, 18.93, 18.84, 0, 2, 174, 44, -39, 34
13513536, 5917902, -0.03, -0.47, -0.90, 1685.12, 101311.17, 18.58, 18.86, 0, 2, -180, 38, -35, 34
13513600, 5918003, -0.03, -0.41, -0.93, 1685.34, 101307.30, 18.91, 18.84, 0, 2, 175, 40, -32, 34
13513664, 5918103, -0.01, -0.46, -0.87, 1685.06, 101304.94, 19.10, 18.81, 0, 2, 482, 49, -43, 34
13513728, 5918205, -0.04, -0.50, -0.88, 1685.17, 101311.61, 18.55, 18.82, 0, 2, -30, 39, -23, 34
13513792, 5918304, -0.03, -0.45, -0.91, 1685.39, 101303.94, 19.19, 18.82, 0, 2, -219, 45, -34, 34
13513856, 5918402, -0.01, -0.47, -0.84, 1685.62, 101308.25, 18.83, 18.84, 0, 2, 186, 49, -30, 34
13513920, 5918502, -0.03, -0.47, -0.88, 1685.67, 101306.61, 18.96, 18.84, 0, 2, 218, 54, -29, 34
13513984, 5918603, -0.04, -0.49, -0.89, 1685.79, 101308.92, 18.77, 18.85, 0, 2, -75, 42, -39, 34
13514048, 5918701, -0.02, -0.47, -0.90, 1685.90, 101310.35, 18.65, 18.85, 0, 2, -186, 40, -41, 34
13514112, 5918803, -0.03, -0.45, -0.92, 1685.90, 101311.22, 18.58, 18.85, 0, 2, -121, 38, -34, 34
13514176, 5918904, -0.04, -0.46, -0.91, 1686.18, 101311.86, 18.53, 18.83, 0, 2, 203, 44, -29, 34
13514240, 5919004, -0.01, -0.49, -0.94, 1686.51, 101311.74, 18.54, 18.80, 0, 2, 165, 38, -18, 34
13514304, 5919102, -0.03, -0.48, -0.91, 1686.23, 101309.64, 18.71, 18.79, 0, 2, -356, 47, -28, 34
13514368, 5919203, -0.03, -0.42, -0.90, 1686.63, 101304.69, 19.13, 18.81, 0, 2, -4, 49, -40, 34
13514432, 5919301, -0.02, -0.46, -0.91, 1686.60, 101311.66, 18.54, 18.82, 0, 2, 74, 47, -37, 34
13514496, 5919401, -0.02, -0.51, -1.09, 1686.60, 101302.60, 19.30, 18.79, 0, 2, 290, 37, -37, 34
13514560, 5919502, -0.03, -0.49, -0.90, 1686.37, 101308.52, 18.81, 18.79, 0, 2, 102, 48, -33, 34
13514624, 5919602, -0.02, -0.47, -0.86, 1686.57, 101313.64, 18.38, 18.80, 0, 2, -34, 44, -31, 34
13514688, 5919703, -0.04, -0.43, -1.01, 1686.40, 101308.57, 18.80, 18.77, 0, 2, -62, -3, -43, 34
13514752, 5919801, -0.01, -0.52, -0.89, 1686.65, 101308.86, 18.78, 18.79, 0, 2, 204, 55, -42, 34
13514816, 5919901, 0.01, -0.47, -0.91, 1686.71, 101313.96, 18.35, 18.78, 0, 2, -5, 56, -40, 34
13514880, 5920002, -0.04, -0.44, -0.94, 1686.88, 101309.67, 18.71, 18.77, 0, 2, -146, 38, -28, 34
13514944, 5920100, -0.04, -0.46, -0.91, 1686.93, 101308.91, 18.77, 18.76, 0, 2, 362, 53, -30, 34
13515008, 5920200, -0.02, -0.54, -0.85, 1686.91, 101308.57, 18.80, 18.74, 0, 2, 273, 37, -24, 34
13515072, 5920303, -0.05, -0.48, -0.87, 1686.74, 101306.99, 18.93, 18.76, 0, 2, -394, 51, -35, 34
13515136, 5920401, -0.02, -0.47, -0.95, 1686.99, 101306.69, 18.96, 18.74, 0, 2, -42, 44, -33, 34
13515200, 5920503, -0.00, -0.48, -1.01, 1686.91, 101305.35, 19.07, 18.75, 0, 2, -49, 69, -33, 34
13515264, 5920606, -0.03, -0.46, -0.95, 1686.96, 101310.44, 18.64, 18.75, 0, 2, 94, 40, -36, 34
13515328, 5920704, -0.02, -0.49, -0.89, 1686.99, 101308.16, 18.83, 18.75, 0, 2, 19, 48, -21, 34
13515392, 5920804, -0.07, -0.46, -0.89, 1687.27, 101305.28, 19.07, 18.76, 0, 2, -78, 11, -33, 34
13515456, 5920907, -0.04, -0.44, -0.92, 1687.30, 101308.57, 18.80, 18.78, 0, 2, -35, 42, -32, 34
13515520, 5921005, -0.03, -0.44, -0.92, 1687.13, 101307.33, 18.90, 18.80, 0, 2, -24, 36, -33, 34
13515584, 5921105, 0.00, -0.53, -0.98, 1687.33, 101307.46, 18.89, 18.81, 0, 2, 45, 46, -38, 34
13515648, 5921208, -0.03, -0.46, -0.96, 1687.24, 101311.07, 18.59, 18.82, 0, 2, 137, 48, -23, 34
13515712, 5921306, -0.02, -0.47, -0.91, 1687.19, 101312.41, 18.48, 18.80, 0, 2, 210, 44, -22, 34
13515776, 5921406, -0.02, -0.48, -0.86, 1687.05, 101305.92, 19.02, 18.79, 0, 2, 207, 42, -33, 34
13515840, 5921507, -0.05, -0.45, -0.90, 1687.27, 101313.17, 18.42, 18.78, 0, 2, 49, 29, -43, 34
13515904, 5921607, -0.02, -0.50, -0.87, 1687.47, 101304.57, 19.13, 18.76, 0, 2, 31, 51, -35, 34
13515968, 5921708, -0.01, -0.52, -0.91, 1687.33, 101309.50, 18.72, 18.80, 0, 2, -100, 36, -27, 34
13516032, 5921806, -0.06, -0.47, -0.86, 1687.30, 101306.80, 18.95, 18.79, 0, 2, 66, 55, -33, 34
13516096, 5921906, -0.04, -0.53, -0.86, 1687.35, 101309.55, 18.72, 18.80, 0, 2, 50, 51, -24, 34
13516160, 5922007, -0.02, -0.50, -0.89, 1687.41, 101310.00, 18.68, 18.82, 0, 2, -280, 40, -34, 34
13516224, 5922105, -0.02, -0.38, -0.91, 1687.58, 101309.78, 18.70, 18.82, 0, 2, -377, 37, -47, 34
13516288, 5922205, -0.05, -0.46, -0.89, 1687.58, 101311.83, 18.53, 18.82, 0, 2, 758, 45, -21, 34
13516352, 5922308, -0.01, -0.55, -0.86, 1687.47, 101306.91, 18.94, 18.80, 0, 2, 159, 49, -31, 34
13516416, 5922406, -0.02, -0.48, -0.89, 1687.66, 101308.83, 18.78, 18.80, 0, 2, -313, 73, -15, 34
13516480, 5922506, -0.03, -0.47, -0.86, 1687.52, 101312.30, 18.49, 18.79, 0, 2, 221, 50, -27, 34
13516544, 5922609, -0.01, -0.51, -0.87, 1687.49, 101309.33, 18.74, 18.77, 0, 2, 9, 38, -38, 34
13516608, 5922707, -0.02, -0.51, -0.87, 1687.63, 101310.50, 18.64, 18.77, 0, 2, -364, 42, -23, 34
13516672, 5922807, -0.03, -0.43, -0.93, 1687.58, 101308.02, 18.85, 18.76, 0, 2, 195, 62, -22, 34
13516736, 5922910, -0.02, -0.53, -0.87, 1687.75, 101312.22, 18.50, 18.75, 0, 2, 369, 50, -26, 34
13516800, 5923008, -0.01, -0.56, -0.86, 1687.63, 101307.00, 18.93, 18.73, 0, 2, -398, 42, -33, 34
13516864, 5923110, -0.03, -0.46, -0.95, 1687.52, 101310.25, 18.66, 18.73, 0, 2, 202, 44, -31, 34
13516928, 5923209, -0.02, -0.56, -0.86, 1687.61, 101305.16, 19.09, 18.72, 0, 2, -20, 40, -23, 34
13516992, 5923309, -0.04, -0.48, -0.93, 1687.75, 101314.57, 18.30, 18.75, 0, 2, -378, 31, -38, 34
13517056, 5923409, -0.02, -0.43, -0.88, 1687.77, 101312.86, 18.44, 18.74, 0, 2, 95, 33, -35, 34
13517120, 5923508, -0.02, -0.51, -0.87, 1687.49, 101312.55, 18.47, 18.71, 0, 2, 500, 47, -30, 34
13517184, 5923608, -0.04, -0.54, -0.87, 1687.61, 101306.33, 18.99, 18.71, 0, 2, -312, 50, -25, 34
13517248, 5923710, -0.04, -0.46, -0.96, 1687.66, 101307.94, 18.85, 18.71, 0, 2, -460, 35, -20, 34
13517312, 5923809, -0.00, -0.50, -0.83, 1687.69, 101310.35, 18.65, 18.71, 0, 2, -366, 50, -33, 34
13517376, 5923909, -0.04, -0.40, -0.94, 1687.94, 101307.72, 18.87, 18.70, 0, 2, -169, 47, -23, 34
13517440, 5924009, -0.05, -0.43, -0.94, 1687.83, 101311.52, 18.56, 18.70, 0, 2, 285, 30, -23, 34
13517504, 5924110, -0.01, -0.47, -0.90, 1687.83, 101305.38, 19.07, 18.70, 0, 2, 98, 43, -38, 34
13517568, 5924208, -0.03, -0.44, -0.92, 1687.89, 101304.91, 19.11, 18.72, 0, 2, 140, 43, -34, 34
13517632, 5924311, -0.05, -0.48, -0.87, 1688.03, 101310.82, 18.62, 18.75, 0, 2, 122, 31, -37, 34
13517696, 5924409, -0.02, -0.46, -0.93, 1688.11, 101314.49, 18.31, 18.73, 0, 2, 171, 39, -35, 34
13517760, 5924509, -0.02, -0.51, -0.90, 1688.08, 101312.39, 18.48, 18.71, 0, 2, -1, 33, -30, 34
13517824, 5924608, -0.04, -0.46, -0.91, 1688.22, 101307.17, 18.92, 18.71, 0, 2, -48, 51, -25, 34
13517888, 5924708, -0.02, -0.47, -0.95, 1688.42, 101310.82, 18.62, 18.71, 0, 2, -20, 45, -38, 34
13517952, 5924806, -0.02, -0.49, -0.92, 1688.39, 101309.30, 18.74, 18.71, 0, 2, 91, 42, -28, 34
13518016, 5924907, -0.03, -0.82, -1.21, 1688.11, 101303.38, 19.23, 18.71, 0, 2, -19, 28, -20, 34
13518080, 5925007, -0.02, -0.45, -0.88, 1688.25, 101308.69, 18.79, 18.74, 0, 2, 146, 41, -32, 34
13518144, 5925107, -0.02, -0.50, -0.90, 1688.17, 101312.03, 18.51, 18.74, 0, 2, 109, 40, -36, 34
13518208, 5925208, -0.04, -0.48, -0.90, 1688.17, 101309.69, 18.71, 18.73, 0, 2, -280, 48, -24, 34
13518272, 5925306, -0.01, -0.43, -0.92, 1688.17, 101310.86, 18.61, 18.71, 0, 2, 60, 41, -33, 34
13518336, 5925406, -0.03, -0.47, -0.90, 1687.97, 101309.52, 18.72, 18.73, 0, 2, 335, 55, -30, 34
13518400, 5925507, -0.04, -0.51, -0.89, 1688.19, 101310.91, 18.61, 18.74, 0, 2, 112, 43, -34, 34
13518464, 5925605, -0.02, -0.53, -0.88, 1688.42, 101313.44, 18.40, 18.75, 0, 2, -156, 47, -30, 34
13518528, 5925705, -0.04, -0.45, -0.93, 1688.42, 101311.69, 18.54, 18.72, 0, 2, -112, 21, -38, 34
13518592, 5925808, -0.03, -0.49, -0.87, 1688.33, 101311.50, 18.56, 18.70, 0, 2, 88, 42, -42, 34
13518656, 5925906, -0.02, -0.48, -0.92, 1688.25, 101311.33, 18.57, 18.70, 0, 2, -15, 42, -37, 34
13518720, 5926008, -0.04, -0.46, -0.92, 1688.39, 101310.47, 18.64, 18.68, 0, 2, 52, 43, -32, 34
13518784, 5926111, -0.03, -0.40, -0.86, 1688.36, 101308.36, 18.82, 18.69, 0, 2, -43, 38, -28, 34
13518848, 5926209, -0.01, -0.45, -0.88, 1688.53, 101309.91, 18.69, 18.67, 0, 2, -65, 37, -32, 34
13518912, 5926309, -0.04, -0.47, -0.90, 1688.28, 101306.41, 18.98, 18.65, 0, 2, 2, 38, -37, 34
13518976, 5926412, 0.00, -0.50, -0.94, 1688.78, 101311.39, 18.56, 18.67, 0, 2, -58, 31, -31, 34
13519040, 5926510, -0.00, -0.50, -0.84, 1688.70, 101312.05, 18.51, 18.68, 0, 2, 84, 51, -33, 34
13519104, 5926610, -0.04, -0.46, -0.93, 1688.70, 101307.08, 18.92, 18.69, 0, 2, -153, 46, -44, 34
13519168, 5926713, -0.01, -0.45, -0.94, 1688.75, 101311.28, 18.58, 18.69, 0, 2, 7, 35, -40, 34
13519232, 5926811, -0.01, -0.46, -0.94, 1689.06, 101309.67, 18.71, 18.68, 0, 2, 289, 45, -39, 34
13519296, 5926912, -0.03, -0.50, -0.87, 1689.09, 101307.67, 18.88, 18.68, 0, 2, 37, 57, -17, 34
13519360, 5927012, -0.02, -0.47, -0.92, 1688.84, 101310.05, 18.68, 18.67, 0, 2, -289, 54, -17, 34
13519424, 5927112, -0.03, -0.47, -0.87, 1688.92, 101307.86, 18.86, 18.66, 0, 2, -229, 36, -8, 34
13519488, 5927213, -0.03, -0.45, -0.91, 1688.89, 101306.92, 18.94, 18.68, 0, 2, 191, 30, -41, 34
13519552, 5927311, -0.03, -0.49, -0.89, 1689.31, 101312.27, 18.49, 18.69, 0, 2, 146, 40, -47, 34
13519616, 5927411, -0.03, -0.48, -0.89, 1689.14, 101308.97, 18.77, 18.68, 0, 2, -71, 43, -40, 34
13519680, 5927512, -0.04, -0.45, -0.95, 1689.28, 101311.64, 18.55, 18.68, 0, 2, 14, 18, -28, 34
13519744, 5927612, -0.02, -0.44, -0.88, 1689.37, 101310.36, 18.65, 18.68, 0, 2, -64, 53, -37, 34
13519808, 5927710, -0.02, -0.51, -0.79, 1689.54, 101308.69, 18.79, 18.69, 0, 2, 113, 36, -31, 34
13519872, 5927813, -0.04, -0.44, -1.01, 1689.76, 101310.94, 18.60, 18.71, 0, 2, -209, 39, -28, 34
13519936, 5927911, -0.02, -0.46, -0.92, 1689.56, 101307.28, 18.91, 18.71, 0, 2, 98, 38, -37, 34
13520000, 5928011, -0.03, -0.47, -0.92, 1689.48, 101313.25, 18.41, 18.73, 0, 2, 109, 48, -19, 34
13520064, 5928112, -0.02, -0.46, -0.92, 1689.40, 101304.27, 19.16, 18.72, 0, 2, 31, 46, -30, 34
13520128, 5928212, -0.02, -0.49, -0.89, 1689.87, 101311.24, 18.58, 18.73, 0, 2, -363, 39, -26, 34
13520192, 5928312, -0.03, -0.40, -0.92, 1689.79, 101310.14, 18.67, 18.73, 0, 2, -16, 50, -30, 34
13520256, 5928411, -0.03, -0.45, -0.89, 1689.96, 101310.53, 18.64, 18.71, 0, 2, 368, 44, -35, 34
13520320, 5928511, -0.01, -0.53, -0.91, 1689.96, 101314.63, 18.30, 18.71, 0, 2, -57, 37, -34, 34
13520384, 5928611, -0.03, -0.43, -0.92, 1689.82, 101310.78, 18.62, 18.70, 0, 2, -134, 40, -29, 34
13520448, 5928710, -0.02, -0.47, -0.89, 1689.98, 101312.33, 18.49, 18.69, 0, 2, -130, 42, -23, 34
13520512, 5928810, -0.03, -0.41, -0.89, 1689.93, 101310.47, 18.64, 18.68, 0, 2, 80, 42, -24, 34
13520576, 5928912, -0.02, -0.47, -0.90, 1689.87, 101308.02, 18.85, 18.68, 0, 2, 126, 51, -25, 34
13520640, 5929013, -0.02, -0.44, -0.92, 1690.10, 101310.57, 18.63, 18.68, 0, 2, 23, 43, -37, 34
13520704, 5929111, -0.04, -0.46, -0.91, 1689.98, 101311.16, 18.59, 18.68, 0, 2, 144, 40, -37, 34
13520768, 5929213, -0.02, -0.47, -0.91, 1690.15, 101303.39, 19.23, 18.66, 0, 2, 112, 39, -38, 34
13520832, 5929312, -0.03, -0.47, -0.90, 1690.26, 101306.53, 18.97, 18.68, 0, 2, 43, 40, -31, 34
13520896, 5929410, -0.04, -0.47, -0.89, 1690.54, 101312.46, 18.48, 18.70, 0, 2, -132, 42, -28, 34
13520960, 5929510, -0.02, -0.44, -0.93, 1690.38, 101307.69, 18.87, 18.69, 0, 2, -19, 47, -32, 34
13521024, 5929611, -0.03, -0.47, -0.91, 1690.21, 101308.17, 18.83, 18.70, 0, 2, 121, 44, -32, 34
13521088, 5929709, -0.03, -0.45, -0.91, 1690.21, 101305.83, 19.03, 18.71, 0, 2, -51, 44, -35, 34
13521152, 5929809, -0.03, -0.47, -0.91, 1689.93, 101305.50, 19.06, 18.72, 0, 2, 55, 48, -29, 34
13521216, 5929912, -0.03, -0.46, -0.92, 1689.73, 101307.39, 18.90, 18.75, 0, 2, -92, 47, -26, 34
13521280, 5930010, -0.03, -0.44, -0.93, 1689.82, 101307.86, 18.86, 18.75, 0, 2, -138, 42, -28, 34
13521344, 5930110, -0.03, -0.43, -0.91, 1689.65, 101313.35, 18.40, 18.77, 0, 2, 52, 46, -32, 34
13521408, 5930211, -0.03, -0.47, -0.90, 1689.73, 101306.80, 18.95, 18.73, 0, 2, 348, 51, -26, 34
13521472, 5930311, -0.03, -0.48, -0.92, 1689.79, 101312.78, 18.45, 18.75, 0, 2, -104, 43, -34, 34
13521536, 5930412, -0.03, -0.45, -0.90, 1689.54, 101308.99, 18.77, 18.74, 0, 2, 16, 47, -36, 34
13521600, 5930510, -0.03, -0.50, -0.89, 1689.54, 101304.02, 19.18, 18.75, 0, 2, 102, 46, -29, 34
13521664, 5930610, -0.03, -0.47, -0.90, 1689.73, 101309.14, 18.75, 18.79, 0, 2, -339, 41, -25, 34
13521728, 5930711, -0.03, -0.44, -0.87, 1689.34, 101310.60, 18.63, 18.80, 0, 2, 103, 53, -29, 34
13521792, 5930809, -0.02, -0.46, -0.91, 1689.00, 101303.11, 19.25, 18.80, 0, 2, 54, 50, -37, 34
13521856, 5930909, -0.03, -0.45, -0.89, 1689.17, 101309.02, 18.76, 18.83, 0, 2, 32, 41, -37, 34
13521920, 5931012, -0.04, -0.46, -0.96, 1688.86, 101307.75, 18.87, 18.83, 0, 2, -211, 39, -25, 34
13521984, 5931110, -0.04, -0.39, -0.91, 1688.67, 101305.83, 19.03, 18.84, 0, 2, -140, 45, -13, 34
13522048, 5931212, -0.03, -0.45, -0.92, 1688.81, 101309.39, 18.73, 18.86, 0, 2, 90, 49, -34, 34
13522112, 5931315, -0.02, -0.45, -0.89, 1688.42, 101313.14, 18.42, 18.84, 0, 2, -82, 43, -29, 34
13522176, 5931413, -0.04, -0.41, -0.93, 1688.17, 101306.17, 19.00, 18.81, 0, 2, 168, 50, -29, 34
13522240, 5931513, -0.02, -0.47, -0.91, 1688.08, 101302.74, 19.29, 18.84, 0, 2, 82, 47, -32, 34
13522304, 5931616, -0.02, -0.43, -0.92, 1687.97, 101312.44, 18.48, 18.86, 0, 2, -205, 50, -32, 34
13522368, 5931714, -0.04, -0.44, -0.95, 1687.83, 101305.10, 19.09, 18.84, 0, 2, 213, 48, -28, 34
13522432, 5931814, -0.02, -0.46, -0.92, 1688.19, 101311.78, 18.53, 18.84, 0, 2, -93, 41, -28, 34
13522496, 5931917, -0.02, -0.45, -0.90, 1687.72, 101306.63, 18.96, 18.82, 0, 2, -53, 46, -29, 34
13522560, 5932015, -0.04, -0.43, -0.91, 1688.00, 101308.13, 18.84, 18.82, 0, 2, 113, 35, -32, 34
13522624, 5932115, -0.01, -0.46, -0.90, 1688.25, 101306.07, 19.01, 18.82, 0, 2, -1, 41, -39, 34
13522688, 5932216, -0.03, -0.45, -0.92, 1688.00, 101310.75, 18.62, 18.85, 0, 2, 170, 41, -30, 34
13522752, 5932316, -0.02, -0.46, -0.91, 1688.31, 101309.99, 18.68, 18.83, 0, 2, -31, 42, -25, 34
13522816, 5932417, -0.03, -0.40, -0.94, 1688.36, 101307.21, 18.91, 18.84, 0, 2, 161, 47, -26, 34
13522880, 5932515, -0.04, -0.46, -0.93, 1688.45, 101306.80, 18.95, 18.85, 0, 2, 10, 44, -28, 34
13522944, 5932615, -0.03, -0.44, -0.92, 1688.58, 101310.64, 18.63, 18.84, 0, 2, 128, 44, -38, 34
13523008, 5932716, -0.04, -0.47, -0.83, 1688.50, 101311.32, 18.57, 18.83, 0, 2, 135, 44, -28, 34
13523072, 5932816, -0.02, -0.46, -0.85, 1688.53, 101313.42, 18.40, 18.83, 0, 2, 438, 42, -35, 34
13523136, 5932914, -0.03, -0.52, -0.88, 1688.72, 101304.80, 19.11, 18.79, 0, 2, 425, 41, -32, 34
13523200, 5933017, -0.03, -0.54, -0.92, 1688.53, 101311.38, 18.57, 18.81, 0, 2, -304, 38, -33, 34
13523264, 5933115, -0.02, -0.44, -0.89, 1688.98, 101313.85, 18.36, 18.79, 0, 2, -128, 50, -19, 34
13523328, 5933213, -0.03, -0.49, -0.88, 1689.14, 101310.13, 18.67, 18.76, 0, 2, 1, 57, -18, 34
